0.248910956	0.033492569	2.867540374	2.956043075
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.281936279	0.032735567	2.877950836	2.961318401
0.269386263	0.034009645	2.872416962	2.959376935
0.342513257	0.031937797	2.887491606	2.971685197
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.315550604	0.024190096	2.87851124	2.967337074
0.200005617	0.03182615	2.857974986	2.947805212
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.315550604	0.024190096	2.87851124	2.967337074
0.29880021	0.033162742	2.877788785	2.9644457
0.241250347	0.033743407	2.865550383	2.954800087
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.269386263	0.034009645	2.872416962	2.959376935
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.248910956	0.033492569	2.867540374	2.956043075
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.246806141	0.033594802	2.865669062	2.955622044
0.241250347	0.033743407	2.865550383	2.954800087
0.26761178	0.033743336	2.871706102	2.95918778
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.248910956	0.033492569	2.867540374	2.956043075
0.200005617	0.03182615	2.857974986	2.947805212
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.26761178	0.033743336	2.871706102	2.95918778
0.246806141	0.033594802	2.865669062	2.955622044
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.29880021	0.033162742	2.877788785	2.9644457
0.241250347	0.033743407	2.865550383	2.954800087
0.315550604	0.024190096	2.87851124	2.967337074
0.246806141	0.033594802	2.865669062	2.955622044
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.248910956	0.033492569	2.867540374	2.956043075
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.281936279	0.032735567	2.877950836	2.961318401
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.246806141	0.033594802	2.865669062	2.955622044
0.248910956	0.033492569	2.867540374	2.956043075
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.269386263	0.034009645	2.872416962	2.959376935
0.269386263	0.034009645	2.872416962	2.959376935
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.246806141	0.033594802	2.865669062	2.955622044
0.281936279	0.032735567	2.877950836	2.961318401
0.29880021	0.033162742	2.877788785	2.9644457
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.248910956	0.033492569	2.867540374	2.956043075
0.29880021	0.033162742	2.877788785	2.9644457
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.200005617	0.03182615	2.857974986	2.947805212
0.26761178	0.033743336	2.871706102	2.95918778
0.269386263	0.034009645	2.872416962	2.959376935
0.200005617	0.03182615	2.857974986	2.947805212
0.248910956	0.033492569	2.867540374	2.956043075
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.281936279	0.032735567	2.877950836	2.961318401
0.241250347	0.033743407	2.865550383	2.954800087
0.342513257	0.031937797	2.887491606	2.971685197
0.315550604	0.024190096	2.87851124	2.967337074
0.246806141	0.033594802	2.865669062	2.955622044
0.281936279	0.032735567	2.877950836	2.961318401
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.26761178	0.033743336	2.871706102	2.95918778
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.29880021	0.033162742	2.877788785	2.9644457
0.248910956	0.033492569	2.867540374	2.956043075
0.26761178	0.033743336	2.871706102	2.95918778
0.200005617	0.03182615	2.857974986	2.947805212
0.281936279	0.032735567	2.877950836	2.961318401
0.246806141	0.033594802	2.865669062	2.955622044
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.241250347	0.033743407	2.865550383	2.954800087
0.26761178	0.033743336	2.871706102	2.95918778
0.248910956	0.033492569	2.867540374	2.956043075
0.281936279	0.032735567	2.877950836	2.961318401
0.315550604	0.024190096	2.87851124	2.967337074
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.29880021	0.033162742	2.877788785	2.9644457
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.26761178	0.033743336	2.871706102	2.95918778
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.248910956	0.033492569	2.867540374	2.956043075
0.269386263	0.034009645	2.872416962	2.959376935
0.246806141	0.033594802	2.865669062	2.955622044
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.29880021	0.033162742	2.877788785	2.9644457
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.241250347	0.033743407	2.865550383	2.954800087
0.248910956	0.033492569	2.867540374	2.956043075
0.269386263	0.034009645	2.872416962	2.959376935
0.26761178	0.033743336	2.871706102	2.95918778
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.246806141	0.033594802	2.865669062	2.955622044
0.29880021	0.033162742	2.877788785	2.9644457
0.269386263	0.034009645	2.872416962	2.959376935
0.241250347	0.033743407	2.865550383	2.954800087
0.248910956	0.033492569	2.867540374	2.956043075
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.200005617	0.03182615	2.857974986	2.947805212
0.248910956	0.033492569	2.867540374	2.956043075
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.241250347	0.033743407	2.865550383	2.954800087
0.342513257	0.031937797	2.887491606	2.971685197
0.200005617	0.03182615	2.857974986	2.947805212
0.246806141	0.033594802	2.865669062	2.955622044
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.281936279	0.032735567	2.877950836	2.961318401
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.241250347	0.033743407	2.865550383	2.954800087
0.248910956	0.033492569	2.867540374	2.956043075
0.315550604	0.024190096	2.87851124	2.967337074
0.26761178	0.033743336	2.871706102	2.95918778
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.29880021	0.033162742	2.877788785	2.9644457
0.246806141	0.033594802	2.865669062	2.955622044
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.281936279	0.032735567	2.877950836	2.961318401
0.315550604	0.024190096	2.87851124	2.967337074
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.269386263	0.034009645	2.872416962	2.959376935
0.342513257	0.031937797	2.887491606	2.971685197
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.342513257	0.031937797	2.887491606	2.971685197
0.246806141	0.033594802	2.865669062	2.955622044
0.269386263	0.034009645	2.872416962	2.959376935
0.315550604	0.024190096	2.87851124	2.967337074
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.248910956	0.033492569	2.867540374	2.956043075
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.200005617	0.03182615	2.857974986	2.947805212
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.241250347	0.033743407	2.865550383	2.954800087
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.26761178	0.033743336	2.871706102	2.95918778
0.342513257	0.031937797	2.887491606	2.971685197
0.315550604	0.024190096	2.87851124	2.967337074
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.281936279	0.032735567	2.877950836	2.961318401
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.246806141	0.033594802	2.865669062	2.955622044
0.269386263	0.034009645	2.872416962	2.959376935
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.342513257	0.031937797	2.887491606	2.971685197
0.315550604	0.024190096	2.87851124	2.967337074
0.246806141	0.033594802	2.865669062	2.955622044
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.315550604	0.024190096	2.87851124	2.967337074
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.281936279	0.032735567	2.877950836	2.961318401
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.248910956	0.033492569	2.867540374	2.956043075
0.342513257	0.031937797	2.887491606	2.971685197
0.315550604	0.024190096	2.87851124	2.967337074
0.269386263	0.034009645	2.872416962	2.959376935
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.248910956	0.033492569	2.867540374	2.956043075
0.26761178	0.033743336	2.871706102	2.95918778
0.281936279	0.032735567	2.877950836	2.961318401
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.26761178	0.033743336	2.871706102	2.95918778
0.281936279	0.032735567	2.877950836	2.961318401
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.342513257	0.031937797	2.887491606	2.971685197
0.248910956	0.033492569	2.867540374	2.956043075
0.315550604	0.024190096	2.87851124	2.967337074
0.269386263	0.034009645	2.872416962	2.959376935
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.315550604	0.024190096	2.87851124	2.967337074
0.281936279	0.032735567	2.877950836	2.961318401
0.246806141	0.033594802	2.865669062	2.955622044
0.248910956	0.033492569	2.867540374	2.956043075
0.29880021	0.033162742	2.877788785	2.9644457
0.200005617	0.03182615	2.857974986	2.947805212
0.269386263	0.034009645	2.872416962	2.959376935
0.342513257	0.031937797	2.887491606	2.971685197
0.26761178	0.033743336	2.871706102	2.95918778
0.241250347	0.033743407	2.865550383	2.954800087
0.200005617	0.03182615	2.857974986	2.947805212
0.241250347	0.033743407	2.865550383	2.954800087
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.269386263	0.034009645	2.872416962	2.959376935
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.29880021	0.033162742	2.877788785	2.9644457
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.246806141	0.033594802	2.865669062	2.955622044
0.269386263	0.034009645	2.872416962	2.959376935
0.342513257	0.031937797	2.887491606	2.971685197
0.200005617	0.03182615	2.857974986	2.947805212
0.29880021	0.033162742	2.877788785	2.9644457
0.281936279	0.032735567	2.877950836	2.961318401
0.241250347	0.033743407	2.865550383	2.954800087
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.248910956	0.033492569	2.867540374	2.956043075
0.281936279	0.032735567	2.877950836	2.961318401
0.200005617	0.03182615	2.857974986	2.947805212
0.269386263	0.034009645	2.872416962	2.959376935
0.241250347	0.033743407	2.865550383	2.954800087
0.29880021	0.033162742	2.877788785	2.9644457
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
0.342513257	0.031937797	2.887491606	2.971685197
0.248910956	0.033492569	2.867540374	2.956043075
0.246806141	0.033594802	2.865669062	2.955622044
0.241250347	0.033743407	2.865550383	2.954800087
0.246806141	0.033594802	2.865669062	2.955622044
0.315550604	0.024190096	2.87851124	2.967337074
0.26761178	0.033743336	2.871706102	2.95918778
0.269386263	0.034009645	2.872416962	2.959376935
0.248910956	0.033492569	2.867540374	2.956043075
0.200005617	0.03182615	2.857974986	2.947805212
0.342513257	0.031937797	2.887491606	2.971685197
0.281936279	0.032735567	2.877950836	2.961318401
0.29880021	0.033162742	2.877788785	2.9644457
0.269386263	0.034009645	2.872416962	2.959376935
0.241250347	0.033743407	2.865550383	2.954800087
0.29880021	0.033162742	2.877788785	2.9644457
0.248910956	0.033492569	2.867540374	2.956043075
0.342513257	0.031937797	2.887491606	2.971685197
0.246806141	0.033594802	2.865669062	2.955622044
0.200005617	0.03182615	2.857974986	2.947805212
0.281936279	0.032735567	2.877950836	2.961318401
0.26761178	0.033743336	2.871706102	2.95918778
0.315550604	0.024190096	2.87851124	2.967337074
